Id Inscripció,Nom,Nom Lliga,Territorial de la competició,Entitat,Territorial del club,Estat,Codi Lliga,Data Pagament Albara,Data Introducció,Accés a les fases,Is Impresa?,Nivell,Núm. sorteig,Modalitat,Categoria,Subcategoria,Dia partit,Horari partit,Observacions,Grups,Email
215126,"Col·legi Canigó ""B""",BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,,Col·legi Canigó,Genèrica,Tramitada,,2025-10-02,2025-09-30,,1,Nivell B,Fora,BÀSQUET,INFANTIL,FEMENÍ,Dissabte,10:30 h,,,canigosports@fomento.edu
215125,EE Pegaso-Viana,FUTBOL 5 CADET MIXT 1ª FASE CEEB,,7 d'Aventura,Genèrica,Tramitada,,2025-10-03,2025-09-30,,1,Nivell E,1,FUTBOL 5,CADET,MIXT,Divendres,19:00 h,,,coordinacio3@setdaventura.com
215124,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,3,FUTBOL 5,ALEVÍ,MIXT,Dissabte,10:30 h,,AMISTOSOS VOLEIBOL,coordinacio@cefabraicoats.cat
215123,"Col·legi Canigó ""A""",BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,,Col·legi Canigó,Genèrica,Tramitada,,2025-10-02,2025-09-30,,1,Nivell A,Casa,BÀSQUET,INFANTIL,FEMENÍ,Dissabte,09:00 h,,,canigosports@fomento.edu
215122,"Col·legi Canigó ""A""",BÀSQUET PREINFANTIL FEMENÍ 1ª FASE CEEB,,Col·legi Canigó,Genèrica,Tramitada,,2025-10-02,2025-09-30,,1,Nivell B,Casa,BÀSQUET,PREINFANTIL,FEMENÍ,Dissabte,09:00 h,,,canigosports@fomento.edu
215121,EE Pegaso-Viana,FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,7 d'Aventura,Genèrica,Tramitada,,2025-10-03,2025-09-30,,1,Nivell E,5,FUTBOL 5,INFANTIL,MIXT,Dissabte,10:00 h,,,coordinacio3@setdaventura.com
215120,"Col·legi Canigó ""B""",BÀSQUET ALEVÍ FEMENÍ 1ª FASE CEEB,,Col·legi Canigó,Genèrica,Tramitada,,2025-10-02,2025-09-30,,1,Nivell B,Fora,BÀSQUET,ALEVÍ,FEMENÍ,Dissabte,12:00 h,,,canigosports@fomento.edu
215119,"Col·legi Canigó ""A""",BÀSQUET ALEVÍ FEMENÍ 1ª FASE CEEB,,Col·legi Canigó,Genèrica,Tramitada,,2025-10-02,2025-09-30,,1,Nivell A,Casa,BÀSQUET,ALEVÍ,FEMENÍ,Dissabte,12:00 h,,,canigosports@fomento.edu
215118,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,3,FUTBOL 5,CADET,MIXT,Dissabte,11:30 h,,,coordinacio@cefabraicoats.cat
215117,"Col·legi Canigó ""B""",BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,,Col·legi Canigó,Genèrica,Tramitada,,2025-10-02,2025-09-30,,1,Nivell B,Fora,BÀSQUET,PREALEVÍ,FEMENÍ,Dissabte,12:00 h,,,canigosports@fomento.edu
215116,"Club Esportiu Fabra i Coats ""C""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,3,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,09:30 h,,,coordinacio@cefabraicoats.cat
215115,"Col·legi Canigó ""A""",BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,,Col·legi Canigó,Genèrica,Tramitada,,2025-10-02,2025-09-30,,1,Nivell A,Casa,BÀSQUET,PREALEVÍ,FEMENÍ,Dissabte,12:00 h,,,canigosports@fomento.edu
215114,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell D,7,FUTBOL 5,BENJAMÍ,MIXT,Dissabte,11:30 h,,AMISTÓS FUTBOL 5,coordinacio@cefabraicoats.cat
215113,"Col·legi Canigó ""B""",BÀSQUET BENJAMÍ FEMENÍ 1ª FASE CEEB,,Col·legi Canigó,Genèrica,Tramitada,,2025-10-02,2025-09-30,,1,Nivell B,Casa,BÀSQUET,BENJAMÍ,FEMENÍ,Dissabte,10:30 h,,,canigosports@fomento.edu
215112,"Col·legi Canigó ""A""",BÀSQUET BENJAMÍ FEMENÍ 1ª FASE CEEB,,Col·legi Canigó,Genèrica,Tramitada,,2025-10-02,2025-09-30,,1,Nivell A,Casa,BÀSQUET,BENJAMÍ,FEMENÍ,Dissabte,10:30 h,,,canigosports@fomento.edu
215111,"Col·legi Canigó ""A""",BÀSQUET PREBENJAMÍ FEMENÍ 1ª FASE CEEB,,Col·legi Canigó,Genèrica,Tramitada,,2025-10-02,2025-09-30,,1,Nivell A,Casa,BÀSQUET,PREBENJAMÍ,FEMENÍ,Dissabte,10:30 h,,,canigosports@fomento.edu
215110,"AMPA Escola El Sagrer ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,AMPA Escola El Sagrer,Genèrica,Facturada,,,2025-09-30,,1,Nivell C,Casa,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,Mateix entrenador que l'ALEVÍ A,,extraescolars@afaelsagrer.cat
215109,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,7,FUTBOL 5,PREINFANTIL,FEMENÍ,Dissabte,12:30 h,,AMISTOSOS VOLEIBOL,coordinacio@cefabraicoats.cat
215108,"AMPA Escola El Sagrer ""A""",FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,,AMPA Escola El Sagrer,Genèrica,Facturada,,,2025-09-30,,1,Nivell C,Casa,FUTBOL 5,MENUTS,MIXT,Divendres,18:00 h,Mateix entrenador que el PREALEVÍ,,extraescolars@afaelsagrer.cat
215107,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 ALEVÍ FEMENÍ 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,7,FUTBOL 5,ALEVÍ,FEMENÍ,Dissabte,11:30 h,,,coordinacio@cefabraicoats.cat
215106,"Club bàsquet turó de la Peira ""Blau""",BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,,Club bàsquet turó de la Peira,Genèrica,Tramitada,,2025-09-30,2025-09-30,,1,Nivell D,,BÀSQUET,ALEVÍ,MIXT,Divendres,18:00 h,,,cbturo@gmail.com
215105,"AEE Institut Montserrat ""A""",BÀSQUET JUVENIL MIXT 1ª FASE CEEB,,AEE Institut Montserrat,Genèrica,Tramitada,,2025-10-03,2025-09-30,,1,Nivell C,4,BÀSQUET,JUVENIL,MIXT,Dissabte,12:30 h,,,extraescolars@aeeinsmontserrat.cat
215104,"Club bàsquet turó de la Peira ""Vermell""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,Club bàsquet turó de la Peira,Genèrica,Tramitada,,2025-09-30,2025-09-30,,1,Nivell E,,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:00 h,,,cbturo@gmail.com
215103,"Club bàsquet turó de la Peira ""A""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,Club bàsquet turó de la Peira,Genèrica,Tramitada,,2025-09-30,2025-09-30,,1,Nivell D,,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:00 h,,,cbturo@gmail.com
215102,EE Pegaso-Viana ''B'',FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,7 d'Aventura,Genèrica,Tramitada,,2025-10-03,2025-09-30,,1,Nivell E,5,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,09:00 h,,,coordinacio3@setdaventura.com
215101,"Club bàsquet turó de la Peira ""B""",BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,,Club bàsquet turó de la Peira,Genèrica,Tramitada,,2025-09-30,2025-09-30,,1,Nivell E,,BÀSQUET,ALEVÍ,MIXT,Divendres,18:30 h,,,cbturo@gmail.com
215100,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,7,FUTBOL 5,MENUTS,MIXT,Dissabte,10:30 h,,,coordinacio@cefabraicoats.cat
215099,"Club bàsquet turó de la Peira ""A""",BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,,Club bàsquet turó de la Peira,Genèrica,Tramitada,,2025-09-30,2025-09-30,,1,Nivell D,,BÀSQUET,ALEVÍ,MIXT,Divendres,18:00 h,,,cbturo@gmail.com
215098,"Club bàsquet turó de la Peira ""A""",BÀSQUET INFANTIL MIXT 1ª FASE CEEB,,Club bàsquet turó de la Peira,Genèrica,Tramitada,,2025-09-30,2025-09-30,,1,Nivell D,,BÀSQUET,INFANTIL,MIXT,Divendres,18:00 h,,,cbturo@gmail.com
215097,"Club bàsquet turó de la Peira ""C""",BÀSQUET CADET MIXT 1ª FASE CEEB,,Club bàsquet turó de la Peira,Genèrica,Tramitada,,2025-09-30,2025-09-30,,1,Nivell D,,BÀSQUET,CADET,MIXT,Divendres,18:00 h,,,cbturo@gmail.com
215096,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,7,FUTBOL 5,MENUDETS,MIXT,Dissabte,09:30 h,,,coordinacio@cefabraicoats.cat
215095,"Club bàsquet turó de la Peira ""B""",BÀSQUET CADET MIXT 1ª FASE CEEB,,Club bàsquet turó de la Peira,Genèrica,Tramitada,,2025-09-30,2025-09-30,,1,Nivell D,,BÀSQUET,CADET,MIXT,Divendres,19:15 h,,,cbturo@gmail.com
215094,"Club Esportiu Fabra i Coats ""C""",FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,3,FUTBOL 5,MENUDETS,MIXT,Divendres,18:30 h,,,coordinacio@cefabraicoats.cat
215093,EE Pegaso-Viana,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,7 d'Aventura,Genèrica,Tramitada,,2025-10-03,2025-09-30,,1,Nivell E,5,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,,,coordinacio3@setdaventura.com
215092,"Club bàsquet turó de la Peira ""A""",BÀSQUET CADET FEMENÍ 1ª FASE CEEB,,Club bàsquet turó de la Peira,Genèrica,Tramitada,,2025-09-30,2025-09-30,,1,Nivell D,,BÀSQUET,CADET,FEMENÍ,Dissabte,11:45 h,,,cbturo@gmail.com
215091,EE Pegaso-Viana,FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,7 d'Aventura,Genèrica,Tramitada,,2025-10-03,2025-09-30,,1,Nivell E,1,FUTBOL 5,ALEVÍ,MIXT,Divendres,18:00 h,,,coordinacio3@setdaventura.com
215090,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,7,FUTBOL 5,INFANTIL,MIXT,Divendres,20:30 h,,,coordinacio@cefabraicoats.cat
215089,EE Pegaso-Viana,FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,7 d'Aventura,Genèrica,Tramitada,,2025-10-03,2025-09-30,,1,Nivell E,5,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:00 h,,,coordinacio3@setdaventura.com
215088,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,7,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:30 h,,,coordinacio@cefabraicoats.cat
215087,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,3,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:30 h,,,coordinacio@cefabraicoats.cat
215086,Ins Martí Pous,BÀSQUET CADET MIXT 1ª FASE CEEB,,7 d'Aventura,Genèrica,Tramitada,,2025-10-03,2025-09-30,,1,Nivell E,2,BÀSQUET,CADET,MIXT,Divendres,18:00 h,,,coordinacio2@setdaventura.com
215085,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,7,FUTBOL 5,MENUDETS,MIXT,Divendres,18:30 h,,"AMISTÓS FUTBOL 5, AMISTOSOS VOLEIBOL",coordinacio@cefabraicoats.cat
215084,"Escola de Futbol Sala APC Raval (AECV) ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,,Escola de Futbol Sala APC Raval (AECV),Genèrica,Tramitada,,,2025-09-30,,1,Nivell B,1,FUTBOL 5,CADET,MIXT,Dissabte,12:00 h,,,jofreroura@aeciutatvella.cat
215083,"Escola de Futbol Sala APC Raval (AECV) ""B""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Escola de Futbol Sala APC Raval (AECV),Genèrica,Tramitada,,,2025-09-30,,1,Nivell D,1,FUTBOL 5,ALEVÍ,MIXT,Dissabte,11:00 h,,,jofreroura@aeciutatvella.cat
215082,"Escola de Futbol Sala APC Raval (AECV) ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Escola de Futbol Sala APC Raval (AECV),Genèrica,Tramitada,,,2025-09-30,,1,Nivell C,1,FUTBOL 5,ALEVÍ,MIXT,Dissabte,10:00 h,,,jofreroura@aeciutatvella.cat
215081,"Escola de Futbol Sala APC Raval (AECV) ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Escola de Futbol Sala APC Raval (AECV),Genèrica,Tramitada,,,2025-09-30,,1,Nivell D,1,FUTBOL 5,BENJAMÍ,MIXT,Dissabte,09:00 h,,,jofreroura@aeciutatvella.cat
215080,Escola de Futbol Sala APC Raval (AECV),FUTBOL 5 JUVENIL MIXT 1ª FASE CEEB,,Escola de Futbol Sala APC Raval (AECV),Genèrica,Tramitada,,,2025-09-30,,1,Nivell B,5,FUTBOL 5,JUVENIL,MIXT,Dissabte,12:00 h,,,jofreroura@aeciutatvella.cat
215079,"Escola de Futbol Sala APC Raval (AECV) ""A""",FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,,Escola de Futbol Sala APC Raval (AECV),Genèrica,Tramitada,,,2025-09-30,,1,Nivell D,5,FUTBOL 5,PREINFANTIL,FEMENÍ,Dissabte,11:00 h,,,jofreroura@aeciutatvella.cat
215078,"Escola de Futbol Sala APC Raval (AECV) ""A""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,Escola de Futbol Sala APC Raval (AECV),Genèrica,Tramitada,,,2025-09-30,,1,Nivell B,5,FUTBOL 5,INFANTIL,MIXT,Divendres,19:00 h,,,jofreroura@aeciutatvella.cat
215077,"Escola de Futbol Sala APC Raval (AECV) ""A""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,Escola de Futbol Sala APC Raval (AECV),Genèrica,Tramitada,,,2025-09-30,,1,Nivell B,5,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:00 h,,,jofreroura@aeciutatvella.cat
215074,"Club de Futbol Poblenou 2023 ""A""",FUTBOL 5 LLIGA ABSOLUTA FEMENÍ 1ª FASE CEEB,,Club de Futbol Poblenou 2023,Genèrica,Tramitada,,2025-10-04,2025-09-30,,1,Nivell E,,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,20:30 h,,,Johaanjaramillo@gmail.com
215073,"Fundació Escola Teresianes Ganduxer ""B""",VOLEIBOL PREALEVÍ MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,VOLEIBOL,PREALEVÍ,MIXT,Divendres,18:15 h,,,annatorrib@gmail.com
215072,"Fundació Escola Teresianes Ganduxer ""A""",VOLEIBOL JÚNIOR FEMENÍ 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,VOLEIBOL,JÚNIOR,FEMENI,Divendres,19:30 h,,,carlotafont2002@gmail.com
215071,"Fundació Escola Teresianes Ganduxer ""B""",VOLEIBOL PREINFANTIL FEMENÍ 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,VOLEIBOL,PREINFANTIL,FEMENI,Divendres,18:15 h,,,carlotafont2002@gmail.com
215070,"Fundació Escola Teresianes Ganduxer ""A""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:30 h,,,gloriafarre2003@gmail.com
215069,"Fundació Escola Teresianes Ganduxer ""A""",VOLEIBOL BENJAMÍ MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,VOLEIBOL,BENJAMÍ,MIXT,Divendres,18:15 h,,,gloriafarre2003@gmail.com
215068,"Fundació Escola Teresianes Ganduxer ""A""",FUTBOL 5 JÚNIOR MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,7,FUTBOL 5,JÚNIOR,MIXT,Divendres,20:30 h,,,alvaro.aguirre.sanz@gmail.com
215067,"Fundació Escola Teresianes Ganduxer ""A""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,7,FUTBOL 5,INFANTIL,MIXT,Divendres,19:15 h,,,kevinparreu98@gmail.com
215066,"Fundació Escola Teresianes Ganduxer ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,7,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:15 h,,,kevinparreu98@gmail.com
215065,"Fundació Escola Teresianes Ganduxer ""A""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,7,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:15 h,,,tomas.diaz.araujo4@gmail.com
215064,"Fundació Escola Teresianes Ganduxer ""B""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,7,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:15 h,,,alebala1616@gmail.com
215063,"Fundació Escola Teresianes Ganduxer ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,FUTBOL 5,ALEVÍ,MIXT,Divendres,19:15 h,,,pepeechevarria78@gmail.com
215062,"Fundació Escola Teresianes Ganduxer ""B""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:15 h,,,pepeechevarria78@gmail.com
215061,"Fundació Escola Teresianes Ganduxer ""A""",FUTBOL 5 LLIGA ABSOLUTA MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:30 h,,,alvaro.aguirre.sanz@gmail.com
215060,"Fundació Escola Teresianes Ganduxer ""B""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,FUTBOL 5,CADET,MIXT,Divendres,19:15 h,,,joel.barcelo10@gmail.com
215059,"Fundació Escola Teresianes Ganduxer ""A""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:15 h,,,joel.barcelo10@gmail.com
215058,"Fundació Escola Teresianes Ganduxer ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,FUTBOL 5,CADET,MIXT,Divendres,19:15 h,,,miquelruiz.mr@gmail.com
215057,"Fundació Escola Teresianes Ganduxer ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Fundació Escola Teresianes Ganduxer,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell C,3,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:15 h,,,carlos.barcelo390@gmail.com
215049,Braval,FUTBOL 5 CADET MIXT 1ª FASE CEEB,,Braval,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,7,FUTBOL 5,CADET,MIXT,Dissabte,10:30 h,,,serraboujuanma@gmail.com
215048,Braval,FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,Braval,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,3,FUTBOL 5,INFANTIL,MIXT,Dissabte,10:30 h,,,mangakalvaro89@hotmail.com
215047,"Escola La Flor de Maig ""Blanc""",HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,,Escola L'Arenal de Llevant,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,1,HANDBOL,BENJAMÍ,MIXT,Divendres,19:00 h,,,coordinacio@handbolpoblenou.cat
215046,"Escola La Flor de Maig ""Negre""",HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,,Escola L'Arenal de Llevant,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,1,HANDBOL,BENJAMÍ,MIXT,Divendres,18:00 h,,,coordinacio@handbolpoblenou.cat
215045,Braval,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Braval,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,3,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,11:30 h,,,lluisbofillroca@gmail.com
215044,"Escola Garbí ""A""",BÀSQUET PREINFANTIL FEMENÍ 1ª FASE CEEB,,Escola Garbí,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Casa,BÀSQUET,PREINFANTIL,FEMENÍ,Divendres,19:15 h,,,fmarquez@escolesgarbi.cat
215043,"Escola Garbí ""A""",BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,,Escola Garbí,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Casa,BÀSQUET,ALEVÍ,MIXT,Divendres,18:00 h,,,moliveb@escolesgarbi.cat
215042,Braval A,BÀSQUET JUVENIL MIXT 1ª FASE CEEB,,Braval,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,3,BÀSQUET,JUVENIL,MIXT,Divendres,18:15 h,,,pabgmr@gmail.com
215041,Escola La Flor de Maig,HANDBOL PREALEVÍ MIXT 1ª FASE CEEB,,Escola L'Arenal de Llevant,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,1,HANDBOL,PREALEVÍ,MIXT,Divendres,20:00 h,,,coordinacio@handbolpoblenou.cat
215040,Braval B,BÀSQUET JUVENIL MIXT 1ª FASE CEEB,,Braval,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell B,7,BÀSQUET,JUVENIL,MIXT,Divendres,18:15 h,,,jordijovep@gmail.com
215039,"Escola Garbí ""A""",BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,,Escola Garbí,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell D,Fora,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,,,cserra@escolesgarbi.cat
215038,Braval B,BÀSQUET CADET MIXT 1ª FASE CEEB,,Braval,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell B,7,BÀSQUET,CADET,MIXT,Divendres,18:15 h,,,fysern@braval.org
215037,"Escola Garbí ""A""",BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,,Escola Garbí,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Fora,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,18:00 h,,,gagueda@escolesgarbi.cat
215036,Handbol Poblenou,HANDBOL ALEVÍ MIXT 1ª FASE CEEB,,Escola L'Arenal de Llevant,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,1,HANDBOL,ALEVÍ,MIXT,Dissabte,10:00 h,"Equip Infantil Femení, que jugarà en categoria aleví",,coordinacio@handbolpoblenou.cat
215035,"Escola Garbí ""A""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,Escola Garbí,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Casa,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:00 h,,,fmarquez@escolesgarbi.cat
215034,Braval A,BÀSQUET CADET MIXT 1ª FASE CEEB,,Braval,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,3,BÀSQUET,CADET,MIXT,Divendres,18:15 h,,,alfonso.gironza@gmail.com
215033,"Escola L'Arenal de Llevant ""Blanc""",HANDBOL PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola L'Arenal de Llevant,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,2,HANDBOL,PREBENJAMÍ,MIXT,Divendres,19:00 h,,,coordinacio@handbolpoblenou.cat
215030,Associacio Esportiva de Gracia,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,,Associacio Esportiva de Gracia,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell B,6,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:15 h,,,angelpualbe@hotmail.com
215029,Associacio Esportiva de Gracia,FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,Associacio Esportiva de Gracia,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell B,2,FUTBOL 5,INFANTIL,MIXT,Divendres,19:15 h,,,puli110@hotmail.com
215028,Associacio Esportiva de Gracia,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,Associacio Esportiva de Gracia,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell B,2,FUTBOL 5,PREINFANTIL,MIXT,Divendres,20:15 h,,,puli110@hotmail.com
